CUI,STR
C0036310,Juvenile osteochondrosis of marginal or vertebral ephiphysis
C0036310,Juvenile osteochondrosis of Scheurermann
C0036310,Juvenile osteochondrosis of spine NOS
C0038013,Ankylosing spondylitis
C0038013,Bechterews Disease
C0038013,Marie Struempell Disease
C0038013,"Spondylitis, Ankylosing"
C0038013,Rheumatoid Spondylitis
C0038013,ANKYLOSING SPONDYLITIS
C0038013,Ankylosing Spondylitis
C0038013,MARIE STRUMPELL DISEASE
C0038013,MARIE-STRUEMPELL SPONDYLITIS
C0038013,"SPONDYLITIS, ANKYLOSING"
C0038013,"SPONDYLITIS, RHEUMATOID"
C0038013,"Spondylitis, Rheumatoid"
C0038013,VON BECHTEREW-STRUEMPELL SYNDROME
C0038013,BECHTEREW DIS
C0038013,MARIE STRUEMPELL DIS
C0038013,BECHTEREWS DIS
C0038013,ankylosing spondylitis
C0038013,"Spondyloarthritides, Ankylosing"
C0038013,Ankylosing Spondyloarthritides
C0038013,"Spondylarthritides, Ankylosing"
C0038013,"Spondylarthritis, Ankylosing"
C0038013,"Spondyloarthritis, Ankylosing"
C0038013,Ankylosing Spondylarthritides
C0038013,Spondylarthritis Ankylopoietica
C0038013,Bechterew's Disease
C0038013,Bechterew Disease
C0038013,Marie-Struempell Disease
C0038013,"Spondylitis, Ankylosing [Disease/Finding]"
C0038013,Ankylosing Spondylarthritis
C0038013,Ankylosing Spondyloarthritis
C0038013,bechterew disease
C0038013,spine rheumatoid arthritis
C0038013,arthritis rheumatoid spine
C0038013,bechterew's disease
C0038013,marie strumpell disease
C0038013,spondylarthritis ankylopoietica
C0038013,spondylitis ankylosing
C0038013,marie-strumpell disease
C0038013,rheumatoid spondylitis
C0038013,Rheumatoid spondylitis
C0038013,Spondylitis Ankylopoietica
C0038013,Spondyloarthritis Ankylopoietica
C0038013,"Spondylitis, rheumatoid"
C0038013,"Spondylitis, Marie-Strumpell"
C0038013,Rheumatioid arthritis of spine NOS
C0038016,Spondylistheses
C0038016,Spondylolistheses
C0038016,Spondylolisthesis
C0038016,SPONDYLOLISTHESIS
C0038016,Spondylolisthesis [Disease/Finding]
C0038016,Spondylisthesis
C0038016,spondylolisthesis
C0038016,spondylisthesis
C0038016,spondylolithesis
C0038016,spondylolistheses
C0038016,Spondylolithesis
C0038019,Spondylosis
C0038019,SPONDYLOSIS
C0038019,spondylosis
C0038019,Spondylosis [Disease/Finding]
C0038019,spondyloses
C0038019,Spondylosis of unspecified site
C0039075,Syndactyly
C0039075,Syndactylias
C0039075,Syndactylies
C0039075,SYNDACTYLY
C0039075,syndactyly
C0039075,Syndactyly [Disease/Finding]
C0039075,Syndactylia
C0039075,syndactylia
C0039075,syndactylism
C0039075,symphalangism
C0039075,syndactylies
C0039075,Symphalangism
C0039075,Webbed fingers or toes
C0039075,Symphalangy
C0039075,Webbing of digits
C0039093,Synostoses
C0039093,Synostosis
C0039093,SYNOSTOSIS
C0039093,Congenital abnormal Synostosis
C0039093,Synostosis [Disease/Finding]
C0039093,synostoses
C0039093,synostose
C0039093,synostosis
C0039103,Synovitides
C0039103,Synovitis
C0039103,SYNOVITIS
C0039103,synovitis
C0039103,Synovitis [Disease/Finding]
C0039103,Synovitis NOS
C0039496,TEMPOROMANDIBULAR JOINT-PAIN-DYSFUNCTION SYNDROME
C0039496,Costen Syndrome
C0039496,Costen's Syndrome
C0039496,Costens Syndrome
C0039496,"Joint Syndrome, Temporomandibular"
C0039496,"Syndrome, Temporomandibular Joint"
C0039496,"Syndrome, TMJ"
C0039496,"Syndrome, Costen's"
C0039496,Costen's syndrome
C0039496,PAIN-DYSFUNCTION SYNDROME
C0039496,TEMPOROMANDIBULAR JOINT PAIN-DYSFUNCTION SYNDROME
C0039496,TEMPOROMANDIBULAR JOINT SYNDROME
C0039496,TMJ
C0039496,TMJ SYNDROME
C0039496,TMJ syndrome
C0039496,temporomandibular joint syndrome
C0039496,Temporomandibular Joint Dysfunction Syndrome
C0039496,temporomandibular dysfunction syndrome
C0039496,Temporomandibular Joint Syndrome
C0039496,"Myofascial Pain Dysfunction Syndrome, Temporomandibular Joint"
C0039496,TMJ Syndrome
C0039496,Temporomandibular Joint Dysfunction Syndrome [Disease/Finding]
C0039496,tmj syndrome
C0039496,costen's syndrome
C0039496,costens syndrome
C0039496,dysfunction tmj
C0039496,jaw snaps
C0039496,tmj dysfunction
C0039496,jaw snapping
C0039496,syndrome tmj
C0039496,costen syndrome
C0039496,mandibular dysfunction
C0039496,jaw snap
C0039496,pain-dysfunction syndrome
C0039496,Temporomandibular Joint Dysfunction
C0039496,TMD
C0039496,Temporomandibular joint-pain-dysfunction syndrome
C0039496,TMJ-pain-dysfunction syndrome
C0039503,Tendinitis
C0039503,TENDINITIS
C0039503,TENDONITIS
C0039503,tendinitis
C0039503,Tendonitis
C0039503,tendonitis
C0039503,Teninitis
C0039503,Tendinitis NOS
C0039503,Tendinitides
C0039503,Tendonitides
C0039504,"Injury, Tendon"
C0039504,Tendon Injuries
C0039504,TENDON INJURY
C0039504,Tendon Injury
C0039504,tendon injury
C0039504,INJ TENDON
C0039504,TENDON INJ
C0039504,Tendon Injuries [Disease/Finding]
C0039504,"Injuries, Tendon"
C0039504,tendon injuries
C0039504,injury tendons
C0039504,injuries tendons
C0039504,injuries tendon
C0039520,Tenosynovitides
C0039520,Tenosynovitis
C0039520,TENOSYNOVITIS
C0039520,tenosynovitis
C0039520,Tenosynovitis [Disease/Finding]
C0039520,Inflammation of the tendon sheath
C0039520,tendinous synovitis
C0039520,tendovaginitis
C0039520,tenovaginitis
C0039520,Tenosynovitis NOS
C0040485,Torticollis
C0040485,TORTICOLLIS
C0040485,WRYNECK
C0040485,torticollis
C0040485,wryneck
C0040485,Torticollis NOS
C0040485,Torticollis [Disease/Finding]
C0040485,Wryneck
C0040485,neck contracture
C0040485,retrocollis
C0040485,torticollis unspecified
C0040485,wry neck
C0040485,Neck contractures
C0040485,Loxia
C0040485,Wry neck
C0040485,Contracture of neck
C0040485,"Torticollis, unspecified"
C0041105,Trismus
C0041105,TRISMUS
C0041105,Trismus [Disease/Finding]
C0041105,jaw spasms
C0041105,jaw spasm
C0041105,trismus
C0041105,Pain of muscles of mastication
C0085660,ASEPTIC NECROSIS
C0085660,Aseptic necrosis
C0085660,aseptic necrosis
C0085660,Aseptic Necrosis
C0085660,Ischemic bone necrosis
C0085660,Avascular necrosis
C0149756,PLANTAR FASCIITIS
C0149756,Plantar Fasciitis
C0149756,"Fasciitis, Plantar"
C0149756,"Fasciitis, Plantar [Disease/Finding]"
C0149756,policeman's heel
C0149756,plantar fasciitis
C0149756,"Heels, Policeman's"
C0149756,Policemans Heel
C0149756,"Heel, Policeman's"
C0149756,Policeman's Heel
C0149756,Policeman Heel
C0149756,Policeman's Heels
C0149756,Plantar fasciitis
C0151702,MUSCLE HEMORRHAGE
C0151702,HEMORRHAGE MUSCLE
C0151702,MUSCLE HAEMORRHAGE
C0151702,Muscle hemorrhage
C0151702,Muscle haemorrhage
C0151786,MUSCLE WEAKNESS
C0151786,MUSCULAR WEAKNESS
C0151786,WEAKNESS MUSCLE
C0151786,Muscle Weakness
C0151786,Muscle Weaknesses
C0151786,Muscular Weaknesses
C0151786,"Weakness, Muscle"
C0151786,"Weakness, Muscular"
C0151786,"Weaknesses, Muscle"
C0151786,"Weaknesses, Muscular"
C0151786,Muscle weakness
C0151786,Muscular weakness
C0151786,Decreased muscle strength
C0151786,Muscle Weakness [Disease/Finding]
C0151786,Muscular Weakness
C0151786,muscle weakness
C0151786,decreased muscle strength
C0151786,muscle weaknesses
C0151786,muscular weakness
C0151825,BONE PAIN
C0151825,PAIN BONE
C0151825,SKELETAL PAIN
C0151825,Bone pain
C0151825,ostalgia
C0151825,ostealgia
C0151825,bone pain
C0151825,skeletal pain
C0151825,Bone pain (diffuse not joint pain or arthritis)
C0151825,Bone Pain
C0151846,PERIOSTEAL DISORDER
C0151846,DISORDER PERIOSTEAL
C0151846,periosteum
C0151846,Periosteal Disorder
C0151849,ALKALINE PHOSPHATASE INCREASED
C0151849,PHOSPHATASE ALKALINE INCREASED
C0151849,ALK PHOS INCREASED
C0151849,"ALKALINE PHOSPHATASE, ELEVATED"
C0151849,ELEVATED ALKALINE PHOSPHATASE
C0151849,Increased alkaline phosphatase
C0151849,Elevated alkaline phosphatase
C0151849,Alkaline phosphatase raised
C0151849,alkaline elevated phosphatase
C0151849,raised alkaline phosphatase
C0151849,increased alk phos
C0151849,alkaline increased phosphatase
C0151849,elevated alkaline phosphatase
C0151849,increased alkaline phosphatase
C0151849,increased alp
C0151849,alkaline elevates phosphatase
C0151849,raised alk phos
C0151849,Hyperphosphatasia
C0151849,Increased serum alkaline phosphatase
C0151849,Greatly elevated alkaline phosphatase
C0151849,High serum alkaline phosphatase
C0151936,TENDON DISORDER
C0151936,DISORDER TENDON
C0151936,TENDEN DISORDER
C0151936,Tendinous Disorders
C0151936,disorders tendons
C0151936,disorders tendon
C0151936,tendon disorders
C0151936,tendon disorder
C0151936,Disorder of tendon
C0151937,TENDON RUPTURE
C0151937,RUPTURE TENDON
C0151937,tendon rupture
C0151937,rupture of tendon
C0151937,rupture tendon
C0151937,ruptures tendon
C0151937,Rupture of tendons
C0151937,Ruptured tendon
C0151937,Tendon rupture
C0152427,Polydactyly
C0152427,Hyperdactylies
C0152427,Polydactylias
C0152427,Polydactylies
C0152427,Polydactylisms
C0152427,POLYDACTYLY
C0152427,polydactyly
C0152427,Polydactyly NOS
C0152427,Supernumerary digits
C0152427,Hyperdactyly
C0152427,Polydactyly [Disease/Finding]
C0152427,Polydactylia
C0152427,Polydactylism
C0152427,supernumerary digits
C0152427,polydactylia
C0152427,supernumerary digit
C0152427,polydactylism
C0152427,"Polydactyly, unspecified digits"
C0158252,INTERVERTEBRAL DISK DISEASE
C0158252,VERTEBRAL DISC DISEASE
C0158252,DISCOGENIC DISEASE
C0158252,Intervertebral disc disorders
C0158252,IDD
C0158252,INTERVERTEBRAL DISC DISEASE
C0158252,Intervertebral disc disorder
C0158252,intervertebral disc disorder
C0158252,Intervertebral disc disease
C0158252,intervertebral disc disorders
C0158252,discogenic disease
C0158252,intervertebral disk syndrome
C0158252,intervertebral disk disease
C0158266,Degeneration of intervertebral disks
C0158266,intervertebral disk degeneration
C0158266,degenerative disc disease
C0158266,Vertebral Disc Degenerative Disorder
C0158266,Vertebral Disc Degenerative Disease
C0158266,Disc degeneration NOS
C0158266,Intervertebral Disk Degenerations
C0158266,"Degradation, Disc"
C0158266,"Degeneration, Disc"
C0158266,"Degenerations, Intervertebral Disk"
C0158266,"Disk Degenerations, Intervertebral"
C0158266,"Disk Degeneration, Intervertebral"
C0158266,Disc Degenerations
C0158266,Disc Degradations
C0158266,"Degeneration, Intervertebral Disk"
C0158266,"Degenerations, Disc"
C0158266,"Degradations, Disc"
C0158266,Disc Degeneration
C0158266,Disc Degradation
C0158266,degeneration disc
C0158266,disc degeneration
C0158266,disc disease degenerative
C0158266,degeneration disc intervertebral
C0158266,degenerative disc diseases
C0158266,disc degenerative disease
C0158266,intervertebral disc degeneration
C0158266,Intervertebral Disc Degeneration
C0158266,"Degenerations, Disk"
C0158266,Disk Degenerations
C0158266,"Degeneration, Disk"
C0158266,Disk Degradations
C0158266,"Degradation, Disk"
C0158266,"Disc Degeneration, Intervertebral"
C0158266,"Degeneration, Intervertebral Disc"
C0158266,"Degenerations, Intervertebral Disc"
C0158266,Intervertebral Disc Degenerations
C0158266,"Disc Degenerations, Intervertebral"
C0158266,"Degradations, Disk"
C0158266,Disk Degradation
C0158266,Intervertebral Disk Degeneration
C0158266,Disk Degeneration
C0158266,Intervertebral Disc Degeneration [Disease/Finding]
C0158266,Intervertebral disc degeneration
C0158266,Degenerative intervertebral disk
C0158266,Degenerative disc disease
C0158266,Intervertebral Disc Degenerative Disease
C0158266,Intervertebral Disc Degenerative Disorder
C0158266,"Degeneration of intervertebral disc, site unspecified"
C0158266,Degenerative disc disease NOS
C0158328,TRIGGER FINGER
C0158328,"Digit, Trigger"
C0158328,"Digits, Trigger"
C0158328,"Entrapment, Flexor Tendon"
C0158328,"Entrapments, Flexor Tendon"
C0158328,"Finger, Snapping"
C0158328,"Fingers, Snapping"
C0158328,Flexor Tendon Entrapments
C0158328,Snapping Fingers
C0158328,"Tendon Entrapment, Flexor"
C0158328,"Tendon Entrapments, Flexor"
C0158328,Trigger Digit
C0158328,Trigger Finger Disorder
C0158328,Trigger Finger Disorder [Disease/Finding]
C0158328,Snapping Finger
C0158328,Trigger Digits
C0158328,Flexor Tendon Entrapment
C0158328,finger trigger
C0158328,finger triggered
C0158328,snapping finger
C0158328,fingers trigger
C0158328,trigger finger
C0158328,snap finger
C0158328,Digital flexor tenosynovitis
C0158328,Trigger finger
C0158489,Acquired clubfoot
C0158489,club foot
C0158489,Acq equinovarus
C0158489,Acquired equinovarus deformity
C0158510,Other acquired musculoskeletal deformity
C0158775,SPINE MALFORMATION
C0158775,Anomaly of spine NOS
C0158775,congenital deformities spine
C0158775,anomaly spine
C0158775,malformation spine
C0158775,spine malformation
C0158775,malformations spine
C0158775,anomalies spine
C0158775,"Anomaly of spine, congenital, unspecified"
C0158775,"Anomaly of spine, unspecified"
C0158775,Congenital anomaly of spine
C0158775,"Anomalies of spine, congenital"
C0162115,"SECTION 1-9 NONALLOPATHIC LESIONS, NEC in SNMI98"
C0162298,STIFFNESS JOINTS
C0162298,JOINT STIFFNESS
C0162298,Joint stiffness
C0162298,joint stiffness
C0162298,Mild joint stiffness
C0162298,"Joint stiffness (hands, shoulder, elbows, knees, and ankles)"
C0162298,Joint Stiffness
C0162298,stiffness joint
C0162298,joints stiffness
C0162298,joints stiff
C0162298,stiff joint
C0162298,stiffness joints
C0162298,Stiff joints
C0162298,Stiff joint
C0221213,TALIPES EQUINES
C0221213,Congenital talipes equinus
C0221213,Talipes equinus
C0221213,"Talipes, equinus"
C0221352,FINGERS WEBBED
C0221352,Partial syndactyly
C0221352,Syndactyl fing-no fusion
C0221352,webbed fingers
C0221352,finger webbed
C0221352,finger webbing
C0221352,fingers webbed
C0221352,fingers web
C0221352,fingers webbing
C0221352,web finger
C0221352,Webbed fingers
C0221352,Webbing of fingers
C0221352,Finger syndactyly
C0221352,Webbing of the fingers
C0221352,Syndactyly of fingers
C0221352,Syndactyly of fingers without fusion of bone
C0231557,BONE DEVELOPMENT ABNORMAL
C0231557,Abnormal Bone Development
C0231557,abnormal ossification
C0231557,abnormal bones formation
C0234948,POLYARTHRITIS GENERALIZED
C0234952,SPASM OROPHARYNGEAL
C0234953,SPASM TONGUE
C0234953,spasms tongue
C0234953,tongue spasm
C0234958,DEGENERATION MUSCLE
C0234958,MUSCLE DEGENERATION
C0234958,muscle degeneration
C0234958,degeneration muscle
C0234958,Muscle degeneration
C0235686,ECTROMELIA FOUR LIMBS
C0235687,ECTROMELIA ONE LIMB
C0235688,ECTROMELIA THREE LIMBS
C0235689,ECTROMELIA TWO LIMBS
C0235706,BACK DISCOMFORT
C0235706,BACK DISTRESS
C0235706,back discomfort
C0235707,LUMBO-SACRAL PAIN
C0235707,PAIN LUMBOSACRAL
C0235707,Lumbo-sacral pain
C0235707,lumbosacral pain
C0235707,pain lumbosacral
C0235707,lumbosacral back pain
C0235708,SACRO-ILIAC PAIN
C0235708,SACROILIAC PAIN
C0235708,PAIN SACROILIAC
C0235708,sacro-iliac pain
C0235708,sacroiliac pain
C0235801,JAW MALFORMATION
C0235801,Congenital anomaly of jaw
C0235889,ARTHRITIS AGGRAVATED
C0235889,Aggravated Arthritis
C0235930,WEAKNESS VOLUNTARY MUSCLE
C0235942,CRANIAL DEFORMITY
C0235942,MALFORMATION SKULL
C0235942,skull abnormality
C0235942,cranial deformities
C0235942,malformation skull
C0235942,deformities skull
C0235942,malformations skull
C0235942,skull deformity
C0235942,abnormalities skull
C0235942,skull malformation
C0235942,Abnormality of the skull
C0235942,Deformity of the skull
C0235942,Abnormality of the skull bones
C0235947,MUSCLE MALFORMATION
C0235998,Osteoneuralgia
C0235999,pain shoulder neck
C0235999,neck pain shoulders
C0235999,neck pain shoulder
C0235999,pain neck shoulder
C0235999,neck shoulder pain
C0235999,shoulder neck pain
C0235999,pain neck/shoulder
C0236000,JAW BONE PAIN
C0236000,JAW PAIN
C0236000,MANDIBULAR PAIN
C0236000,PAIN JAW
C0236000,Jaw pain
C0236000,Mandibular pain
C0236000,jaw pain
C0236000,bone jaw pain
C0236000,pain in jaw
C0236000,mandibular pain
C0236000,jaw bone pain
C0236000,Lower jaw pain
C0236033,MUSCLE ENLARGEMENT
C0236033,muscle hypertrophy
C0236033,Muscle hypertrophy
C0236033,Muscular hypertrophy
C0236033,hypertrophy muscle
C0236033,muscle enlargement
C0236033,MUSCLE HYPERTROPHY
C0236033,MSLHP
C0236033,Hypertrophic muscles
C0238124,"FASCIITIS, NECROTIZING"
C0238124,"GANGRENE, HEMOLYTIC STREPTOCOCCUS"
C0238124,"Fasciitides, Necrotizing"
C0238124,"Fasciitis, Necrotizing"
C0238124,"Fascitides, Necrotizing"
C0238124,Necrotizing Fasciitides
C0238124,Necrotizing Fasciitis
C0238124,Necrotizing Fascitides
C0238124,Necrotizing Fascitis
C0238124,FASCIITIS NECROTIZING
C0238124,Necrotizing fasciitis
C0238124,"Fascitis, Necrotizing"
C0238124,"Fasciitis, Necrotizing [Disease/Finding]"
C0238124,necrotizing cellulitis
C0238124,necrotizing fasciitis
C0238124,fasciitis necrotize
C0238124,fascitis necrotizing
C0238124,necrotizing myositis
C0238124,streptococcal gangrene
C0238124,necrotising fasciitis
C0238124,fasciitis necrotising
C0238124,fasciitis necrotizing
C0238124,necrotizing fascitis
C0240419,MUSCLE TENDERNESS
C0240419,MUSCLE TENDERNESS ANY SITE
C0240419,TENDERNESS MUSCLE
C0240419,Muscle tenderness
C0240419,tender muscles
C0240419,muscle tenderness
C0240419,muscle tender
C0263661,skeletal disorder
C0263661,BONE/JOINT DISORDERS
C0263661,osteoarthropathy
C0263661,bone joint disorders
C0263661,disorders skeletal
C0263661,bone diseases joint
C0263661,bones joints diseases
C0263661,skeletal system disease
C0263661,disease of skeletal system
C0263661,diseases skeletal system
C0263661,disorders skeletal system
C0263661,bones diseases joints
C0263661,bone joint disease
C0263661,disease skeletal system
C0263661,disorder of skeletal system
C0263669,Systemic fibrosclerosing syndrome
C0263843,iliotibial band syndrome
C0263843,snapping hip
C0263843,hips snapping
C0263843,hip snapping
C0263843,hip snapping syndrome
C0263843,snapping hip disorder
C0263843,snapping hip syndrome
C0263843,band iliotibial syndromes
C0263843,snap hip
C0263843,Snapping hip
C0263933,Achilles tendinitis
C0263933,achilles tendinitis
C0263933,tendinitis achilles
C0263933,Achilles tendonitis
C0263933,Achilles bursitis or tendinitis
C0263978,"Disorders of soft tissue, unspecified"
C0263978,Soft tissue disord NOS
C0263978,Soft Tissue Diseases
C0263978,Soft Tissue Disease
C0263978,Soft Tissue Disorders
C0263978,Soft Tissue Disorder
C0264005,"FASCIITIS, EOSINOPHILIC"
C0264005,EOSINOPHILIC FASCIITIS
C0264005,fasciitis eosinophilic
C0264005,eosinophilic fasciitis
C0264005,shulman's syndrome
C0264005,Eosinophilic Fasciitis
C0264005,Eosinophilic fasciitis
C0264005,Shulman Syndrome
C0264124,Epiphyseal arrest
C0264132,Acq deformity NOS
C0264132,Acquired musculoskeletal deformity of unspecified site
C0264132,Acquired deformity of unspecified site
C0341753,frozen pelvis
C0341753,pelvic fibrosis
C0343495,LOCKJAW
C0343495,lockjaw
C0343495,jaw lock
C0343495,jaw locked
C0343495,jaw locking
C0343495,jaw locks
C0343495,lock jaw
C0343495,Lockjaw
C0343495,Lock Jaw
C0410480,Avascular necrosis of femoral head
C0410480,Avascular Necrosis of Femur Head
C0410480,avascular necrosis femoral head
C0410480,avascular femoral heads necrosis
C0410480,femoral head avascular necrosis
C0410480,avascular femoral head necrosis
C0410480,Avascular necrosis of the femoral head
C0410480,"FEMORAL HEAD, ASEPTIC NECROSIS OF"
C0410480,ISCHEMIC NECROSIS OF FEMORAL HEAD
C0410480,OSTEONECROSIS OF FEMORAL HEAD
C0410480,"FEMORAL HEAD, AVASCULAR NECROSIS OF"
C0410480,Ischemic Necrosis Of Femoral Head
C0410480,"Femoral Head, Avascular Necrosis Of"
C0410480,"Avascular Necrosis Of Femoral Head, Primary"
C0410480,ANFH
C0410480,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1"
C0410480,ANFH1
C0410480,"AVASCULAR NECROSIS OF THE FEMORAL HEAD, PRIMARY, 1"
C0410480,Avascular Necrosis of Femoral Head
C0410480,"Necrosis, Avascular, of Femur Head"
C0457623,peripheral enthesopathies
C0457623,peripheral enthesopathy
C0457623,Peripheral enthesopathy
C0477633,CERVICAL DISC DISEASE
C0477633,cervical disc disease
C0477633,cervical disc diseases
C0477633,disc disease cervical spine
C0477633,disease cervical disc
C0477633,disc disease cervical
C0477633,cervical disc disease spine
C0477633,cervical spine disc disease
C0495953,achilles injuries tendon
C0495953,achilles tendon injury
C0495953,Achilles Tendon Injuries
C0520535,SYMPHYSEOLYSIS
C0520535,Symphysiolysis
C0520535,symphysiolysis
C0521546,JOINT MALFORMATION
