ATUI,AUI,CNAME,CUI,CVF,DEF,SAB,SATUI,SUPPRESS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 9
AT198017456,A7569239,,C0006266,,Sudden contraction of the smooth muscles of the bronchial wall.,NCI,,N,,,,,,,,,,,,,,,,
AT198140605,A7569239,,C0006266,,A disorder characterized by a sudden contraction of the smooth muscles of the bronchial wall.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT210371844,A7569239,,C0006266,,A pathologic contraction of the smooth muscle of the bronchial wall.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT225121440,A28255546,,C0006266,,"A spasm (sudden, involuntary constriction) of the bronchioles. []",HPO,,N,,,,,,,,,,,,,,,,
AT32351194,A0475093,,C0006266,,spasmodic contraction of the smooth muscle of the bronchi.,CSP,,N,,,,,,,,,,,,,,,,
AT38143173,A0032857,,C0006266,,Spasmodic contraction of the smooth muscle of the bronchi.,MSH,,N,,,,,,,,,,,,,,,,
AT100258967,A0032893,,C0006277,,"Inflammation of the large airways in the lung including any part of the BRONCHI, from the PRIMARY BRONCHI to the TERTIARY BRONCHI.",MSH,,N,,,,,,,,,,,,,,,,
AT197967170,A7569232,,C0006277,,An acute or chronic inflammatory process affecting the bronchi.,NCI,,N,,,,,,,,,,,,,,,,
AT198004641,A7569232,,C0006277,,Inflammation (swelling and reddening) of the bronchi.,NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198041822,A7569232,,C0006277,,A disorder characterized by an infectious process involving the bronchi.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT206290272,A24679156,,C0006277,,Inflammation of the large airways in the lung including any part of the bronchi from the primary bronchi to the tertiary bronchi. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT210369870,A7569232,,C0006277,,Inflammation of the bronchi.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT198004788,A7570184,,C0013404,,An uncomfortable sensation of difficulty breathing. It may present as an acute or chronic sign of an underlying respiratory or heart disorder.,NCI,,N,,,,,,,,,,,,,,,,
AT198041951,A7570184,,C0013404,,A disorder characterized by an uncomfortable sensation of difficulty breathing.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT198128048,A7570184,,C0013404,,"Difficult, painful breathing or shortness of breath.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT205728937,A7570184,,C0013404,,"Includes dyspnea on exertion, dyspnea at rest, orthopnea, and paroxysmal nocturnal dyspnea.",NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT206288615,A24673140,,C0013404,,Difficult or labored breathing. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT210375651,A7570184,,C0013404,,A sensation of discomfort with breathing.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT38145447,A0052186,,C0013404,,Difficult or labored breathing.,MSH,,N,,,,,,,,,,,,,,,,
AT58741053,A0478206,,C0013404,,"labored or difficult breathing associated with a variety of disorders, indicating inadequate ventilation or low blood oxygen or a subjective experience of breathing discomfort.",CSP,,N,,,,,,,,,,,,,,,,
AT38143801,A0107501,,C0033931,,"A group of disorders characterized by physical symptoms that are affected by emotional factors and involve a single organ system, usually under AUTONOMIC NERVOUS SYSTEM control. (American Psychiatric Glossary, 1988)",MSH,,N,,,,,,,,,,,,,,,,
AT51218598,A0487715,,C0033931,,characterized by physical symptoms and demonstrable structural or physiological changes in which emotional factors are believed to play a major etiologic role.,CSP,,N,,,,,,,,,,,,,,,,
AT100259287,A0118123,,C0037763,,An involuntary contraction of a muscle or group of muscles. Spasms may involve SKELETAL MUSCLE or SMOOTH MUSCLE.,MSH,,N,,,,,,,,,,,,,,,,
AT198006560,A10765388,,C0037763,,"A sudden contraction of a muscle or group of muscles, such as a cramp.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198068170,A10765388,,C0037763,,"A sudden, violent, involuntary contraction of a muscle or group of muscles.",NCI,,N,,,,,,,,,,,,,,,,
AT198142089,A10765388,,C0037763,,"A sudden, violent, involuntary contraction of a muscle or group of muscles.",NCI_FDA,,N,,,,,,,,,,,,,,,,
AT51222367,A0489401,,C0037763,,"a sudden, violent, involuntary contraction of a muscle or a group of muscles, attended by pain and interference with function, producing involuntary movement and distortion.",CSP,,N,,,,,,,,,,,,,,,,
AT197998242,A16770101,,C0043144,,"A symptom and a finding during physical examination, characterized by a high-pitched, whistling sound during breathing. It results from the narrowing or obstruction of the respiratory airways. The most common causes of wheezing are asthma, chronic obstructive pulmonary disease, tracheobronchitis, and pulmonary edema.",NCI,,N,,,,,,,,,,,,,,,,
AT198109166,A16770101,,C0043144,,"A disorder characterized by a high-pitched, whistling sound during breathing. It results from the narrowing or obstruction of the respiratory airways.",NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT210375738,A16770101,,C0043144,,A high-pitched breath sound resulting from a narrowing or obstruction of the small airways.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT218143841,A27328601,,C0043144,,A high-pitched whistling sound associated with labored breathing. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT38142948,A0032850,,C0085129,,Tendency of the smooth muscle of the tracheobronchial tree to contract more intensely in response to a given stimulus than it does in the response seen in normal individuals. This condition is present in virtually all symptomatic patients with asthma. The most prominent manifestation of this smooth muscle contraction is a decrease in airway caliber that can be readily measured in the pulmonary function laboratory.,MSH,,N,,,,,,,,,,,,,,,,
AT198115599,A7664876,,C0282556,,"Classified as bronchodilators (beta-adrenoreceptor agonists, xanthines, muscarinic-receptor antagonists) and anti-inflammatory agents (glucocorticoids, cromolyn), natural or synthetic Anti-asthmatic Agents relieve asthma (a recurrent airway obstruction) in multiple ways and at various sites, by reducing bronchial spasm, dyspnea, allergic reaction, local inflammation, and pain. Other agents, such as anti-histamine and antibiotics, may also be used in asthma. (NCI04)",NCI,,N,,,,,,,,,,,,,,,,
AT38146664,A0534883,,C0282556,,Drugs that are used to treat asthma.,MSH,,N,,,,,,,,,,,,,,,,
AT210375305,A19036282,,C0553668,,Breathing that requires observed effort or an increased amount of energy.,NCI,,N,,,,,,,,,,,,,,,,
AT210375770,A19036282,,C0553668,,Breathing that requires observed effort or an increased amount of energy.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT198012345,A19049597,,C2984299,,"Inhaled allergens encounter antigen presenting cells (APC) that line the airway. Upon recognition of the antigen and activation by APC, naive T cells differentiate into Th2 cells, a process that is promoted by interleukin 4 (IL-4). Activated Th2 cells stimulate B cells to produce IgE antibodies in response to IL-4 and IL-13. IgE binds the high affinity IgE receptor at the surface of mast cells, the proliferation and differentiation of which is promoted by IL-9.The crosslinking of mast-cell-bound IgE by allergens leads to the release of biologically active mediators (histamine, leukotrienes) by means of degranulation and, so, to the immediate symptoms of allergy. Activated mast cells and Th2 cells also induce the production of IL-5. IL-5 travels to the bone marrow and regulates the differentiation and egress of eosinophils from the bone marrow into the blood. Moreover activated mast cells and Th2 cells in the lung generate the cytokines interleukin IL-4, IL-13 and tumour necrosis factor (TNF)-alpha. These cytokines stimulate the generation of eotaxin by lung epithelial cells, fibroblasts and smooth muscle cells. Eotaxin then stimulates the selective recruitment of eosinophils from the airway microvessels into the lung tissue. The activation of eosinophils leads to release of toxic granules and oxygen free radicals that lead to tissue damage and promote the development of chronic inflammation.",NCI_KEGG,,N,,,,,,,,,,,,,,,,
AT198140601,A7569126,,C0005587,,The depressive stage of bipolar disorder.,NCI,,N,,,,,,,,,,,,,,,,
AT51222668,A0474782,,C0005587,,"severe disorder characterized by one or more manic episodes; although diagnosis does not require a major depressive episode, virtually all cases eventually develop one.",CSP,,N,,,,,,,,,,,,,,,,
AT220000490,A7607404,,C0024713,,The manic phase of bipolar disorder.,NCI,,N,,,,,,,,,,,,,,,,
AT51224351,A0318481,,C0024713,,manic episode of the major affective disorder bipolar depression; tendency to remission and recurrence and to swing to the major depressive episode.,CSP,,N,,,,,,,,,,,,,,,,
AT219997731,A7576259,,C0001723,,"The manifestation of psychotic symptoms, such as hallucinations or delusions, in the presence of a mood disorder.",NCI,,N,,,,,,,,,,,,,,,,
AT38149598,A0020491,,C0001723,,"Disorders in which the essential feature is a severe disturbance in mood (depression, anxiety, elation, and excitement) accompanied by psychotic symptoms such as delusions, hallucinations, gross impairment in reality testing, etc.",MSH,,N,,,,,,,,,,,,,,,,
AT197967125,A7616019,,C0004936,,"A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms. The symptoms may cause clinically significant distress or impairment in social and occupational areas of functioning. Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.",NCI,,N,,,,,,,,,,,,,,,,
AT220106820,A21145092,,C0004936,,"<p>Mental disorders include a wide range of problems, including</p> <ul> <li><a href='https://medlineplus.gov/anxiety.html'>Anxiety disorders</a>, including <a href='https://medlineplus.gov/panicdisorder.html'>panic disorder</a>, <a href='https://medlineplus.gov/obsessivecompulsivedisorder.html'>obsessive-compulsive disorder</a>, <a href='https://medlineplus.gov/posttraumaticstressdisorder.html'>post-traumatic stress disorder</a>, and <a href='https://medlineplus.gov/phobias.html'>phobias</a></li> <li><a href='https://medlineplus.gov/bipolardisorder.html'>Bipolar disorder</a></li> <li><a href='https://medlineplus.gov/depression.html'>Depression</a></li> <li><a href='https://medlineplus.gov/mooddisorders.html'>Mood disorders</a></li> <li><a href='https://medlineplus.gov/personalitydisorders.html'>Personality disorders</a></li> <li><a href='https://medlineplus.gov/psychoticdisorders.html'>Psychotic disorders</a>, including <a href='https://medlineplus.gov/schizophrenia.html'>schizophrenia</a></li> </ul> <p>There are many causes of mental disorders. Your genes and family history may play a role. Your life experiences, such as stress or a history of abuse, may also matter. Biological factors can also be part of the cause. A traumatic brain injury can lead to a mental disorder. A mother's exposure to viruses or toxic chemicals while pregnant may play a part. Other factors may increase your risk, such as use of illegal drugs or having a serious medical condition like cancer.</p> <p>Medications and counseling can help many mental disorders. </p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38150979,A0084850,,C0004936,,"Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.",MSH,,N,,,,,,,,,,,,,,,,
AT51221287,A0483600,,C0004936,,"any of various conditions characterized by impairment of an individual's normal cognitive, emotional, or behavioral functioning, and caused by social, psychological, biochemical, genetic, or other factors, such as infection or head trauma; note behavior disorders are a subset of mental disorder.",CSP,,N,,,,,,,,,,,,,,,,
AT198073978,A19028206,,C0525045,,A category of psychiatric disorders which have as their most predominant feature a disturbance in mood.,NCI,,N,,,,,,,,,,,,,,,,
AT220106139,A21143122,,C0525045,,"<p>Most people feel sad or irritable from time to time. They may say they're in a bad mood. A mood disorder is different. It affects a person's everyday emotional state. Nearly one in ten people aged 18 and older have mood disorders. These include <a href='https://medlineplus.gov/depression.html'>depression</a> and <a href='https://medlineplus.gov/bipolardisorder.html'>bipolar disorder</a> (also called manic depression).</p> <p>Mood disorders can increase a person's risk for heart disease, diabetes, and other diseases. Treatments include medication, psychotherapy, or a combination of both. With treatment, most people with mood disorders can lead productive lives.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38148772,A0436014,,C0525045,,Those disorders that have a disturbance in mood as their predominant feature.,MSH,,N,,,,,,,,,,,,,,,,
AT51219446,A0319466,,C0525045,,"emotional behavior inappropriate for one's age or circumstances, characterized by unusual excitability, guilt, anxiety, or hostility.",CSP,,N,,,,,,,,,,,,,,,,
AT38151264,A0044551,,C0010598,,An affective disorder characterized by periods of depression and hypomania. These may be separated by periods of normal mood.,MSH,,N,,,,,,,,,,,,,,,,
AT51225505,A0477082,,C0010598,,chronic mood disturbance of at least 2 years' duration involving numerous hypomanic episodes separated by periods of depression or loss of pleasure or interest.,CSP,,N,,,,,,,,,,,,,,,,
AT230523362,A28681689,,C0011581,,"Frequent feelings of being down, miserable, and/or hopeless; difficulty recovering from such moods; pessimism about the future; pervasive shame; feeling of inferior self-worth; thoughts of suicide and suicidal behavior. [HPO:probinson, PMID:23902698]",HPO,,N,,,,,,,,,,,,,,,,
