CUI	AUI	ATUI	SATUI	SAB	DEF	SUPPRESS	CVF	cui2								
C1457887	A7589770	AT198117040	NULL	NCI_NCI-GLOSS	An indication that a person has a condition or disease. Some examples of symptoms are headache, fever, fatigue, nausea, vomiting, and pain.	N	NULL	C1457887								
C1457887	A7589770	AT198129476	NULL	NCI	Subjective evidence of disease perceived by the patient.	N	NULL	C1457887								
C0596693	A1195225	AT51222371	NULL	CSP	inherited abnormal increase of glucose in the blood resulting in an increase in body weight beyond skeletal and physical standards as the result of an excessive accumulation of fat in the body.	N	NULL	C0596693								
C0013473	A19044756	AT197962217	NULL	NCI	A broad group of psychological disorders with abnormal eating behaviors leading to physiological effects from overeating or insufficient food intake.	N	NULL	C0013473								
C0013473	A21144563	AT203072963	NULL	MEDLINEPLUS	<p>Eating disorders are serious behavior problems. They can include severe overeating or not consuming enough food to stay healthy. They also involve extreme concern about your shape or weight.</p> <p>Types of eating disorders include</p> <ul> <li>Anorexia nervosa, in which you become too thin, but you don't eat enough because you think you are fat </li> <li>Bulimia nervosa, which involves periods of overeating followed by purging, sometimes through self-induced vomiting or using laxatives</li> <li>Binge-eating, which is out-of-control eating</li> </ul> <p>Women are more likely than men to have eating disorders. They usually start in the teenage years and often occur along with depression, anxiety disorders, and substance abuse.</p> <p>Eating disorders can lead to heart and kidney problems and even death. Getting help early is important. Treatment involves monitoring, talk therapy, nutritional counseling, and sometimes medicines. </p> <p >NIH: National Institute of Mental Health</p>	N	NULL	C0013473								
C0013473	A0478236	AT51221364	NULL	CSP	group of disorders characterized by physiological and psychological disturbances in eating behavior, appetite or food intake.	N	NULL	C0013473								
C0005910	A17696891	AT197998610	NULL	NCI	The weight of a subject.	N	NULL	C0005910								
C0005910	A17696891	AT198023393	NULL	NCI_CDISC	The weight of a subject. (NCI)	N	NULL	C0005910								
C0005910	A21144098	AT220105755	NULL	MEDLINEPLUS	"<p> Do you know if your current weight is healthy? Underweight"""	" ""normal"""	" ""overweight"""	" and ""<a href='https://medlineplus.gov/obesity.html'>obese</a>"" are all labels for ranges of weight. Obese and overweight mean that your weight is greater than it should be for your health. Underweight means that it is lower than it should be for your health. Your healthy body weight depends on your sex and height. For children"	 it also depends on your age.</p> <p>A sudden	 unexpected change in weight can be a sign of a medical problem. Causes for sudden weight loss can include</p> <ul> <li>Thyroid problems</li> <li>Cancer</li> <li>Infectious diseases</li> <li>Digestive diseases</li> <li>Certain medicines</li> </ul> <p>Sudden weight gain can be due to medicines	 thyroid problems	 heart failure	" and kidney disease.</p> <p>Good nutrition and exercise can help in <a href='https://medlineplus.gov/weightcontrol.html'>losing weight</a>. Eating extra calories within a well-balanced diet and treating any underlying medical problems can help to add weight.</p>"""	N	NULL	C0005910
C0005910	A0031896	AT43117339	NULL	MSH	The mass or quantity of heaviness of an individual. It is expressed by units of pounds or kilograms.	N	NULL	C0005910								
C0005910	A0474927	AT51221722	NULL	CSP	weight of an organism's body, usually measured in kilograms or pounds.	N	NULL	C0005910								
C0012167	A0048545	AT115063389	NULL	MSH	A diet designed to cause an individual to lose weight.	N	NULL	C0012167								
C0012167	A8323509	AT144246483	NULL	HL7V3.0	<p>A diet that seeks to reduce body fat, typically low energy content (800-1600 kcal).</p>	N	NULL	C0012167								
C0019247	A7576635	AT197979890	NULL	NCI	Genetic diseases are diseases in which inherited genes predispose to increased risk. The genetic disorders associated with cancer often result from an alteration or mutation in a single gene. The diseases range from rare dominant cancer family syndrome to familial tendencies in which low-penetrance genes may interact with other genes or environmental factors to induce cancer. Research may involve clinical, epidemiologic, and laboratory studies of persons, families, and populations at high risk of these disorders.	N	NULL	C0019247								
C0019247	A21142647	AT220107372	NULL	MEDLINEPLUS	<p>Genes are the building blocks of heredity. They are passed from parent to child. They hold DNA, the instructions for making proteins. Proteins do most of the work in cells. They move molecules from one place to another, build structures, break down toxins, and do many other maintenance jobs.</p> <p>Sometimes there is a mutation, a change in a gene or genes. The mutation changes the gene's instructions for making a protein, so the protein does not work properly or is missing entirely. This can cause a medical condition called a genetic disorder.</p> <p>You can inherit a gene mutation from one or both parents. A mutation can also happen during your lifetime.</p> <p>There are three types of genetic disorders:</p> <ul> <li>Single-gene disorders, where a mutation affects one gene. Sickle cell anemia is an example.</li> <li>Chromosomal disorders, where chromosomes (or parts of chromosomes) are missing or changed. Chromosomes are the structures that hold our genes. Down syndrome is a chromosomal disorder.</li> <li>Complex disorders, where there are mutations in two or more genes. Often your lifestyle and environment also play a role. Colon cancer is an example.</li> </ul> <p><a href='https://medlineplus.gov/genetictesting.html'>Genetic tests</a> on blood and other tissue can identify genetic disorders.</p> <p >NIH: National Library of Medicine</p>	N	NULL	C0019247								
C0019247	A7759455	AT38151519	NULL	MSH	Diseases caused by genetic mutations that are inherited from a parent's genome.	N	NULL	C0019247								
C0019247	A1188530	AT58740985	NULL	CSP	general term for any disorder caused by a genetic mechanism, comprising chromosome aberrations or anomalies, mendelian or monogenic or single-gene disorders, and multifactorial disorders; note that all genetic disorders are not treed under this term; see RTs for others; in addition, many disorders not treed here or under RTs may have a genetic component.	N	NULL	C0019247								
C0037302	A0116986	AT38137942	NULL	MSH	The measurement of subcutaneous fat located directly beneath the skin by grasping a fold of skin and subcutaneous fat between the thumb and forefinger and pulling it away from the underlying muscle tissue. The thickness of the double layer of skin and subcutaneous tissue is then read with a caliper. The five most frequently measured sites are the upper arm, below the scapula, above the hip bone, the abdomen, and the thigh. Its application is the determination of relative fatness, of changes in physical conditioning programs, and of the percentage of body fat in desirable body weight. (From McArdle, et al., Exercise Physiology, 2d ed, p496-8)	N	NULL	C0037302								
C0023765	A0080337	AT53896049	NULL	MSH	Removal of localized SUBCUTANEOUS FAT deposits by SUCTION CURETTAGE or blunt CANNULATION in the cosmetic correction of OBESITY and other esthetic contour defects.	N	NULL	C0023765								
C0376607	A0646026	AT38133813	NULL	MSH	Agents that increase energy expenditure and weight loss by neural and chemical regulation. Beta-adrenergic agents and serotoninergic drugs have been experimentally used in patients with non-insulin dependent diabetes mellitus (NIDDM) to treat obesity.	N	NULL	C0376607								
C0920298	A21144846	AT230153941	NULL	MEDLINEPLUS	<p>Keeping a healthy weight is crucial. If you are underweight or overweight, or have <a href='https://medlineplus.gov/obesity.html'>obesity</a>, you may have a higher risk of certain health problems.</p> <p>About two thirds of adults in the U.S. are overweight or have obesity. Achieving a healthy weight can help you control your cholesterol, blood pressure and blood sugar. It might also help you prevent weight-related diseases, such as heart disease, diabetes, arthritis and some cancers. </p> <p>Eating too much or not being physically active enough will make you overweight. To maintain your weight, the calories you eat must equal the energy you burn. To lose weight, you must use more calories than you eat. A weight-control strategy might include</p> <ul> <li>Choosing low-fat, low-calorie foods</li> <li>Eating smaller portions</li> <li>Drinking water instead of sugary drinks</li> <li>Being physically active</li> </ul> <p>Eating extra calories within a well-balanced diet can help to add weight.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>	N	NULL	C0920298								
C0920298	A1185158	AT32351834	NULL	CSP	therapy to regulate body weight.	N	NULL	C0920298								
C0003620	A0025824	AT127396418	NULL	MSH	Agents that are used to suppress appetite.	N	NULL	C0003620								
C0003620	A7589733	AT198090816	NULL	NCI	Any substance that induces loss of appetite to prevent weight gain and achieve weight loss.	N	NULL	C0003620								
C0003620	A0318362	AT32350004	NULL	CSP	class of drugs which suppress appetite, used for weight control.	N	NULL	C0003620								
C0299583	A18618175	AT130672702	NULL	CHV	a substance produced by fat cells and involved in the regulation of appetite	N	NULL	C0299583								
C0299583	A18636873	AT130672703	NULL	CHV	a substance produced by fat cells and involved in the regulation of appetite	N	NULL	C0299583								
C0299583	A10772136	AT198104489	NULL	NCI	Leptin (167 aa, ~16 kDa) is encoded by the human LEP gene. This protein is secreted by adipocytes and plays a role in the regulation of both appetite and body fat stores.	N	NULL	C0299583								
C0299583	A0599425	AT51218710	NULL	CSP	made in adipose cells and is important in the response to starvation and in feedback regulation of energy expenditure, food intake, and adiposity.	N	NULL	C0299583								
C0299583	A1651267	AT73530590	NULL	MSH	A 16-kDa peptide hormone secreted from WHITE ADIPOCYTES. Leptin serves as a feedback signal from fat cells to the CENTRAL NERVOUS SYSTEM in regulation of food intake, energy balance, and fat storage.	N	NULL	C0299583								
C0028754	A7572602	AT198004911	NULL	NCI_NCI-GLOSS	A condition marked by an abnormally high, unhealthy amount of body fat.	N	NULL	C0028754								
C0028754	A7572602	AT198090961	NULL	NCI_CTCAE	A disorder characterized by having a high amount of body fat.	N	NULL	C0028754								
C0028754	A7572602	AT198128155	NULL	NCI	Having a high amount of body fat (body mass index [BMI] of 30 or more).	N	NULL	C0028754								
C0028754	A24670765	AT225120717	NULL	HPO	Accumulation of substantial excess body fat. []	N	NULL	C0028754								
C0028754	A21145118	AT230153830	NULL	MEDLINEPLUS	<p>Obesity means having too much body fat. It is different from being overweight, which means weighing too much. The weight may come from muscle, bone, fat, and/or body water. Both terms mean that a person's weight is greater than what's considered healthy for his or her height. </p> <p>Obesity happens over time when you eat more calories than you use. The balance between calories-in and calories-out differs for each person. Factors that might affect your weight include your genetic makeup, overeating, eating high-fat foods, and not being physically active. </p> <p>Obesity increases your risk of diabetes, heart disease, stroke, arthritis, and some cancers. If you have obesity, losing even 5 to 10 percent of your weight can delay or prevent some of these diseases. For example, that means losing 10 to 20 pounds if you weigh 200 pounds.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>	N	NULL	C0028754								
